timestamps,ax,ay,az,y
2082931,-1.10,-0.24,-0.22,11.46
2082953,-1.12,-0.20,-0.20,11.57
2082975,-1.07,-0.36,-0.19,11.48
2082997,-1.13,-0.04,-0.25,11.52
2083019,-1.12,-0.09,-0.24,11.53
2083041,-1.04,-0.25,-0.19,10.88
2083063,-1.02,-0.27,-0.04,10.57
2083085,-1.03,-0.25,-0.07,10.61
2083107,-1.02,-0.24,-0.04,10.47
2083129,-0.92,-0.43,0.09,10.16
2083151,-0.95,-0.22,-0.13,9.85
2083173,-1.27,0.37,-0.28,13.54
2083195,-1.12,-0.15,-0.24,11.58
2083217,-1.13,-0.30,-0.20,11.84
2083239,-1.02,-0.32,-0.19,10.88
2083261,-1.01,-0.30,-0.12,10.63
2083283,-1.01,-0.22,-0.10,10.39
2083305,-0.95,-0.43,-0.04,10.44
2083327,-1.03,-0.11,-0.24,10.61
2083349,-1.23,0.02,-0.25,12.53
2083371,-1.07,-0.26,-0.29,11.41
2083393,-1.03,-0.33,-0.26,11.14
2083415,-0.99,-0.33,-0.27,10.80
2083437,-1.04,-0.27,-0.27,11.05
2083459,-1.05,-0.26,-0.25,11.14
2083481,-1.11,-0.14,-0.36,11.73
2083503,-1.12,-0.17,-0.36,11.94
2083525,-1.10,-0.20,-0.39,11.87
2083547,-1.13,-0.18,-0.42,12.17
2083569,-1.08,-0.24,-0.43,11.89
2083591,-1.08,-0.31,-0.38,11.83
2083613,-1.09,-0.19,-0.42,11.85
2083635,-1.22,-0.46,-0.44,13.78
2083657,-1.25,-0.17,-0.34,13.05
2083679,-1.14,-0.13,-0.41,12.18
2083701,-1.31,-0.10,-0.45,13.88
2083723,-1.28,-0.12,-0.47,13.74
2083745,-1.27,-0.11,-0.34,13.16
2083767,-1.07,-0.18,-0.02,10.85
2083789,-0.91,-0.29,0.13,9.69
2083811,-0.98,-0.27,-0.17,10.29
2083833,-1.14,-0.14,-0.43,12.26
2083855,-1.16,-0.10,-0.75,13.90
2083877,-1.30,-0.07,-0.41,13.63
2083899,-1.32,0.03,-0.40,13.83
2083921,-1.20,-0.17,-0.34,12.61
2083943,-0.97,-0.27,-0.49,11.21
2083965,-1.01,-0.38,-0.50,11.90
2083987,-1.01,-0.41,-0.53,12.10
2084009,-1.02,-0.32,-0.58,12.14
2084031,-0.99,-0.28,-0.70,12.49
2084053,-1.02,-0.30,-0.67,12.58
2084075,-0.98,-0.26,-0.72,12.50
2084097,-1.07,-0.27,-0.74,13.30
2084119,-1.09,-0.35,-0.75,13.68
2084141,-1.09,-0.33,-0.73,13.50
2084163,-1.11,-0.35,-0.71,13.59
2084185,-1.17,-0.33,-0.69,13.93
2084207,-1.13,-0.33,-0.63,13.31
2084229,-1.20,-0.29,-0.58,13.68
2084251,-1.24,-0.20,-0.53,13.67
2084273,-1.17,-0.22,-0.42,12.61
2084295,-1.16,-0.12,-0.44,12.48
2084317,-1.11,-0.09,-0.39,11.82
2084339,-1.21,-0.15,-0.35,12.67
2084361,-0.98,-0.11,-0.35,10.47
2084383,-0.81,-0.17,-0.41,9.20
2084405,-0.87,-0.31,-0.24,9.54
2084427,-0.88,-0.12,-0.33,9.48
2084449,-0.90,-0.03,-0.37,9.73
2084471,-0.88,-0.18,-0.40,9.86
2084493,-0.83,-0.09,-0.51,9.79
2084515,-0.95,-0.25,-0.26,10.17
2084537,-0.87,-0.13,-0.26,9.23
2084559,-0.94,0.02,-0.18,9.61
2084581,-0.93,-0.16,-0.10,9.50
2084603,-1.00,-0.17,0.34,10.74
2084625,-2.13,-0.17,1.88,28.43
2084647,-0.96,-0.09,0.20,9.86
2084669,-0.99,0.80,-0.25,12.99
2084691,-1.34,-0.40,-0.25,14.19
2084713,-1.03,-0.08,-0.64,12.19
2084735,-1.28,0.05,-0.51,13.82
2084757,-1.16,-0.49,-0.26,12.88
2084779,-1.09,-0.21,-0.20,11.27
2084801,-1.30,0.28,-0.27,13.59
2084823,-1.08,-0.39,-0.15,11.54
2084845,-0.97,-0.62,-0.13,11.61
2084867,-1.05,-0.22,-0.15,10.80
2084889,-1.09,-0.30,-0.10,11.35
2084911,-1.05,-0.25,-0.12,10.85
2084933,-1.07,-0.13,-0.08,10.81
2084955,-1.06,-0.22,-0.16,10.97
2084977,-1.03,-0.36,-0.12,11.03
2084999,-1.01,-0.29,-0.11,10.53
2085021,-1.03,-0.31,-0.21,10.92
2085043,-1.09,-0.29,-0.24,11.56
2085065,-1.11,-0.20,-0.28,11.64
2085087,-1.09,-0.23,-0.32,11.55
2085109,-1.09,-0.15,-0.17,11.16
2085131,-1.04,-0.13,-0.07,10.47
2085153,-1.05,-0.21,-0.13,10.79
2085175,-1.07,-0.14,-0.20,10.92
2085197,-1.07,-0.24,-0.18,11.15
2085219,-1.09,-0.26,-0.31,11.63
2085241,-1.11,-0.16,-0.38,11.79
2085263,-1.10,-0.34,-0.26,11.85
2085285,-1.04,-0.34,-0.24,11.16
2085307,-1.08,-0.19,-0.23,11.21
2085329,-1.02,-0.12,-0.14,10.41
2085351,-1.00,-0.30,-0.13,10.54
2085373,-1.06,-0.26,-0.24,11.14
2085395,-1.09,-0.26,-0.29,11.57
2085417,-1.05,-0.24,-0.32,11.28
2085439,-1.08,-0.31,-0.35,11.73
2085461,-1.14,-0.25,-0.40,12.36
2085483,-1.14,-0.14,-0.42,12.24
2085505,-1.09,-0.18,-0.36,11.61
2085527,-1.10,-0.27,-0.42,12.09
2085549,-1.09,-0.35,-0.46,12.33
2085571,-1.14,-0.29,-0.44,12.59
2085593,-1.27,-0.07,-0.42,13.37
2085615,-1.09,-0.02,-0.33,11.40
2085637,-1.20,-0.58,-0.28,13.65
2085659,-1.19,-0.40,-0.32,12.99
2085681,-1.16,-0.15,-0.31,12.08
2085703,-1.20,-0.01,-0.23,12.18
2085725,-1.16,0.23,-0.09,11.91
2085747,-1.05,0.15,-0.17,10.75
2085769,-0.98,-0.15,-0.47,10.99
2085791,-0.98,-0.43,-0.55,12.10
2085813,-1.04,-0.36,-0.64,12.75
2085835,-1.22,-0.28,-0.28,12.84
2085857,-1.26,-0.12,-0.25,12.93
2085879,-1.21,-0.06,-0.31,12.52
2085901,-1.21,-0.30,-0.38,13.01
2085923,-1.07,-0.32,-0.35,11.74
2085945,-1.08,-0.44,-0.54,12.83
2085967,-1.14,-0.39,-0.56,13.31
2085989,-1.13,-0.33,-0.63,13.31
2086011,-1.09,-0.35,-0.70,13.39
2086033,-1.15,-0.33,-0.67,13.75
2086055,-1.19,-0.22,-0.72,14.07
2086077,-1.17,-0.21,-0.75,14.04
2086099,-1.20,-0.30,-0.74,14.38
2086121,-1.18,-0.35,-0.72,14.23
2086143,-1.12,-0.27,-0.71,13.51
2086165,-1.21,-0.23,-0.67,13.96
2086187,-1.14,-0.21,-0.63,13.17
2086209,-1.10,-0.09,-0.59,12.48
2086231,-1.06,-0.11,-0.56,12.03
2086253,-0.93,-0.09,-0.57,10.97
2086275,-0.88,-0.10,-0.52,10.24
2086297,-0.86,-0.08,-0.45,9.75
2086319,-0.67,-0.08,-0.43,7.95
2086341,-0.71,-0.10,-0.48,8.60
2086363,-0.82,-0.15,-0.43,9.39
2086385,-0.81,-0.22,-0.43,9.41
2086407,-0.83,-0.26,-0.60,10.57
2086429,-1.23,-0.13,1.01,15.99
2086451,-2.13,0.03,1.37,25.29
2086473,-0.71,0.20,-0.57,9.33
2086495,-1.22,0.17,0.08,12.31
2086517,-1.03,-0.68,-0.35,12.81
2086539,-1.33,-0.28,-0.56,14.73
2086561,-1.22,0.29,-0.61,13.97
2086583,-1.21,-0.16,-0.35,12.71
2086605,-1.11,-0.59,-0.18,12.72
2086627,-1.10,-0.12,-0.16,11.15
2086649,-1.17,0.36,-0.17,12.38
2086671,-1.06,0.03,-0.14,10.68
2086693,-0.98,-0.53,-0.05,11.15
2086715,-1.03,-0.46,-0.04,11.27
2086737,-1.07,-0.09,-0.09,10.79
2086759,-1.12,-0.15,-0.16,11.41
2086781,-1.09,-0.24,-0.17,11.30
2086803,-1.05,-0.19,-0.15,10.77
2086825,-1.08,-0.25,-0.15,11.22
2086847,-1.07,-0.24,-0.17,11.07
2086869,-1.08,-0.18,-0.10,10.96
2086891,-1.06,-0.19,-0.12,10.85
2086913,-1.11,-0.17,-0.21,11.43
2086935,-1.10,-0.18,-0.23,11.37
2086957,-1.07,-0.18,-0.18,11.00
2086979,-1.09,-0.29,-0.18,11.40
2087001,-1.08,-0.30,-0.16,11.33
2087023,-0.99,-0.29,-0.08,10.35
2087045,-0.99,-0.26,-0.06,10.27
2087067,-1.03,-0.20,-0.12,10.54
2087089,-1.03,-0.22,-0.16,10.62
2087111,-1.09,-0.14,-0.21,11.24
2087133,-1.08,-0.16,-0.22,11.11
2087155,-1.05,-0.27,-0.25,11.08
2087177,-1.06,-0.25,-0.22,11.14
2087199,-1.03,-0.23,-0.20,10.80
2087221,-1.03,-0.30,-0.26,11.02
2087243,-1.09,-0.22,-0.34,11.64
2087265,-1.10,-0.18,-0.36,11.72
2087287,-1.11,-0.19,-0.37,11.86
2087309,-1.13,-0.20,-0.37,12.10
2087331,-1.21,-0.42,-0.28,13.07
2087353,-1.29,-0.20,-0.22,13.21
2087375,-1.19,-0.16,-0.20,12.14
2087397,-1.33,-0.14,-0.25,13.58
2087419,-1.34,-0.05,-0.27,13.67
2087441,-1.30,-0.00,-0.15,13.10
2087463,-1.18,-0.10,0.13,11.93
2087485,-0.97,-0.17,0.18,10.03
2087507,-0.98,-0.21,-0.15,10.14
2087529,-1.05,-0.19,-0.68,12.62
2087551,-1.23,-0.28,-0.60,13.95
2087573,-1.31,0.00,-0.37,13.57
2087595,-1.13,-0.01,-0.36,11.86
2087617,-1.12,-0.31,-0.28,11.95
2087639,-1.11,-0.46,-0.37,12.54
2087661,-1.08,-0.44,-0.43,12.42
2087683,-1.01,-0.41,-0.54,12.19
2087705,-1.06,-0.29,-0.65,12.78
2087727,-1.02,-0.29,-0.63,12.35
2087749,-1.04,-0.30,-0.70,12.91
2087771,-1.08,-0.21,-0.71,13.12
2087793,-1.12,-0.25,-0.69,13.37
2087815,-1.14,-0.32,-0.70,13.78
2087837,-1.19,-0.27,-0.70,14.09
2087859,-1.17,-0.23,-0.68,13.73
2087881,-1.20,-0.18,-0.65,13.80
2087903,-1.26,-0.20,-0.63,14.26
2087925,-1.23,-0.13,-0.58,13.67
2087947,-1.14,-0.19,-0.45,12.40
2087969,-1.06,-0.14,-0.35,11.23
2087991,-0.89,-0.08,-0.28,9.40
2088013,-0.85,-0.05,-0.22,8.76
2088035,-0.82,0.03,-0.21,8.43
2088057,-0.75,-0.01,-0.24,7.84
2088079,-0.77,-0.10,-0.20,7.99
2088101,-0.82,-0.09,-0.19,8.44
2088123,-0.87,-0.08,-0.23,8.99
2088145,-0.93,-0.17,-0.27,9.85
2088167,-1.03,-0.18,-0.22,10.68
2088189,-1.81,-0.04,1.49,23.46
2088211,-1.37,-0.17,0.26,14.02
2088233,-0.94,0.01,-0.16,9.49
2088255,-1.40,-0.06,-0.05,14.00
2088277,-1.23,-0.54,-0.18,13.55
2088299,-1.08,-0.21,-0.37,11.59
2088321,-1.14,0.34,-0.50,12.96
2088343,-1.21,0.19,-0.27,12.53
2088365,-1.07,-0.21,-0.13,11.02
2088387,-1.08,-0.57,-0.07,12.24
2088409,-1.07,-0.36,-0.10,11.32
2088431,-1.03,-0.21,-0.12,10.61
2088453,-1.08,-0.26,-0.09,11.15
2088475,-1.05,-0.20,-0.03,10.73
2088497,-1.06,-0.18,-0.03,10.77
2088519,-1.07,-0.17,-0.07,10.84
2088541,-1.06,-0.17,-0.06,10.71
2088563,-1.07,-0.22,-0.09,10.97
2088585,-1.05,-0.20,-0.12,10.74
2088607,-1.08,-0.23,-0.16,11.19
2088629,-1.08,-0.25,-0.21,11.31
2088651,-1.07,-0.21,-0.21,11.13
2088673,-1.08,-0.23,-0.13,11.08
2088695,-1.05,-0.19,-0.09,10.74
2088717,-1.03,-0.25,-0.09,10.65
2088739,-1.01,-0.24,-0.06,10.44
2088761,-1.04,-0.17,-0.06,10.58
2088783,-1.05,-0.20,-0.10,10.79
2088805,-1.08,-0.21,-0.15,11.07
2088827,-1.08,-0.25,-0.19,11.27
2088849,-1.08,-0.25,-0.24,11.40
2088871,-1.09,-0.24,-0.23,11.41
2088893,-1.05,-0.25,-0.24,11.04
2088915,-1.05,-0.24,-0.28,11.10
2088937,-1.03,-0.24,-0.24,10.80
2088959,-1.04,-0.24,-0.24,10.90
2088981,-1.06,-0.25,-0.26,11.16
2089003,-1.07,-0.22,-0.30,11.33
2089025,-1.10,-0.20,-0.30,11.58
2089047,-1.07,-0.27,-0.34,11.59
2089069,-1.06,-0.21,-0.33,11.30
2089091,-1.06,-0.33,-0.33,11.55
2089113,-1.35,-0.24,-0.29,13.98
2089135,-1.22,-0.14,-0.27,12.62
2089157,-1.23,-0.12,-0.22,12.53
2089179,-1.26,-0.12,-0.17,12.80
2089201,-1.27,-0.07,-0.08,12.77
2089223,-1.32,0.05,0.01,13.21
2089245,-1.20,0.09,-0.03,12.09
2089267,-1.08,-0.07,-0.37,11.45
2089289,-1.00,-0.24,-0.85,13.33
2089311,-1.07,-0.39,-0.77,13.77
2089333,-1.14,-0.22,-0.50,12.64
2089355,-1.11,-0.07,-0.52,12.28
2089377,-1.12,-0.17,-0.46,12.19
2089399,-1.00,-0.42,-0.51,12.01
2089421,-0.96,-0.50,-0.55,12.16
2089443,-0.91,-0.39,-0.59,11.49
2089465,-0.89,-0.27,-0.65,11.32
2089487,-0.89,-0.29,-0.69,11.61
2089509,-0.95,-0.31,-0.70,12.21
2089531,-0.99,-0.25,-0.70,12.39
2089553,-1.07,-0.21,-0.71,12.99
2089575,-1.19,-0.21,-0.70,13.95
2089597,-1.20,-0.26,-0.66,13.94
2089619,-1.22,-0.28,-0.60,13.85
2089641,-1.18,-0.19,-0.62,13.44
2089663,-1.12,-0.17,-0.58,12.75
2089685,-1.14,-0.20,-0.51,12.69
2089707,-1.20,-0.12,-0.44,12.84
2089729,-1.18,-0.16,-0.36,12.42
2089751,-1.10,-0.21,-0.28,11.60
2089773,-1.02,-0.16,-0.22,10.58
2089795,-0.98,-0.04,-0.21,10.00
2089817,-0.91,0.04,-0.20,9.36
2089839,-0.85,-0.08,-0.15,8.67
2089861,-0.85,-0.24,-0.08,8.89
2089883,-0.87,-0.16,-0.11,8.93
2089905,-0.84,-0.09,-0.13,8.51
2089927,-0.86,-0.11,-0.16,8.87
2089949,-0.81,-0.20,-0.22,8.59
2089971,-0.88,-0.30,-0.23,9.53
2089993,-1.17,-0.30,0.62,13.57
2090015,-2.10,0.25,0.57,21.87
2090037,-0.96,0.85,-0.32,13.21
2090059,-1.22,0.75,-0.07,14.33
2090081,-1.39,-1.21,-0.41,18.89
2090103,-1.27,-0.56,-0.12,13.96
2090125,-1.00,0.36,-0.52,11.84
2090147,-1.30,0.15,-0.42,13.80
2090169,-1.20,-0.32,-0.20,12.56
2090191,-1.05,-0.29,-0.12,10.93
2090213,-1.07,-0.23,0.03,10.97
2090235,-1.03,-0.21,0.02,10.51
2090257,-1.13,-0.08,-0.00,11.33
2090279,-1.07,-0.16,-0.04,10.81
2090301,-1.04,-0.23,0.03,10.67
2090323,-1.05,-0.23,0.07,10.76
2090345,-1.00,-0.01,0.09,10.04
2090367,-0.95,-0.15,0.21,9.81
2090389,-0.92,-0.24,0.23,9.75
